sulfur dioxide diff,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,density,pH,sulphates,alcohol,quality
155.0,6.6,0.27,0.49,7.8,0.049,62.0,0.9959,3.17,0.45,9.4,6
137.0,6.7,0.26,0.49,8.3,0.047,54.0,0.9954,3.23,0.4,10.3,6
84.0,6.7,0.21,0.49,1.4,0.047,30.0,0.9914,2.92,0.42,10.8,7
145.0,8.1,0.28,0.46,15.4,0.059,32.0,1.0004,3.27,0.58,9.0,4
66.0,6.5,0.13,0.37,1.0,0.036,48.0,0.9911,3.41,0.51,11.5,8
95.0,8.8,0.39,0.34,5.9,0.055,33.0,0.9927,2.95,0.51,11.8,6
52.0,7.9,0.18,0.33,1.2,0.033,20.0,0.9922,3.12,0.38,10.5,7
114.0,7.1,0.31,0.38,1.2,0.036,10.0,0.9924,3.14,0.44,9.9,6
127.0,7.8,0.24,0.18,6.7,0.046,33.0,0.9963,3.2,0.56,9.8,6
60.0,7.0,0.35,0.3,6.5,0.028,27.0,0.9936,3.4,0.42,11.4,7
159.0,6.2,0.27,0.32,8.8,0.047,65.0,0.9961,3.17,0.47,8.9,5
60.0,7.0,0.35,0.3,6.5,0.028,27.0,0.9936,3.4,0.42,11.4,7
96.0,7.3,0.23,0.37,1.8,0.032,60.0,0.992,3.11,0.35,11.1,6
128.0,6.2,0.3,0.2,6.6,0.045,42.0,0.9944,3.36,0.45,10.4,6
99.0,6.4,0.35,0.2,5.7,0.034,18.0,0.9944,3.33,0.43,10.1,5
153.0,7.6,0.32,0.34,18.35,0.054,44.0,1.0008,3.22,0.55,9.0,5
150.0,7.2,0.25,0.28,14.4,0.055,55.0,0.9986,3.12,0.38,9.0,7
150.0,7.2,0.25,0.28,14.4,0.055,55.0,0.9986,3.12,0.38,9.0,7
153.5,7.3,0.26,0.33,17.85,0.049,41.5,1.0,3.06,0.44,9.1,7
150.0,7.2,0.25,0.28,14.4,0.055,55.0,0.9986,3.12,0.38,9.0,7
105.0,7.4,0.26,0.37,9.4,0.047,42.0,0.9982,3.46,0.72,10.0,5
153.5,7.3,0.26,0.33,17.85,0.049,41.5,1.0,3.06,0.44,9.1,7
95.0,7.1,0.16,0.25,1.3,0.034,28.0,0.9915,3.27,0.55,11.4,6
150.0,7.2,0.25,0.28,14.4,0.055,55.0,0.9986,3.12,0.38,9.0,7
172.0,7.0,0.24,0.3,4.2,0.04,41.0,0.9927,3.28,0.49,11.8,6
144.0,6.7,0.265,0.22,8.6,0.048,54.0,0.9955,3.25,0.41,10.2,5
103.0,7.7,0.12,0.32,1.4,0.06,47.0,0.9952,3.37,0.42,9.2,6
97.0,7.2,0.21,0.33,3.0,0.036,35.0,0.9928,3.25,0.4,11.0,6
143.0,8.5,0.32,0.36,14.9,0.041,47.0,0.9982,3.08,0.31,10.0,6
151.0,6.9,0.18,0.3,2.0,0.038,39.0,0.9914,3.32,0.37,12.2,6
172.0,7.0,0.24,0.3,4.2,0.04,41.0,0.9927,3.28,0.49,11.8,6
140.0,6.3,0.26,0.29,2.2,0.043,35.0,0.9918,3.38,0.43,11.6,6
96.0,6.7,0.26,0.3,1.8,0.043,25.0,0.9944,3.44,0.61,10.2,6
165.0,7.9,0.29,0.36,11.1,0.033,43.0,0.9969,3.14,0.46,10.3,5
108.0,6.5,0.27,0.19,4.2,0.046,6.0,0.9955,3.25,0.35,8.6,4
124.0,6.7,0.33,0.42,6.4,0.058,27.0,0.9954,3.16,0.44,9.6,5
123.0,6.7,0.31,0.42,6.4,0.057,25.0,0.9955,3.16,0.45,9.6,5
95.0,6.6,0.25,0.31,1.5,0.035,32.0,0.9921,3.41,0.47,11.3,6
119.0,6.4,0.24,0.22,1.5,0.038,38.0,0.9934,3.41,0.55,9.9,6
131.0,6.8,0.26,0.29,16.95,0.056,48.0,0.9998,3.45,0.4,9.6,5
130.0,6.8,0.22,0.3,13.6,0.055,50.0,0.9984,3.44,0.39,9.8,5
57.0,8.1,0.31,0.24,1.6,0.032,10.0,0.9924,3.08,0.47,10.5,5
89.0,7.0,0.2,0.3,6.1,0.037,31.0,0.9939,3.24,0.51,10.8,5
153.0,7.9,0.18,0.37,3.0,0.061,25.0,0.995,3.22,0.51,10.0,6
113.0,6.6,0.34,0.27,6.2,0.059,23.0,0.9957,3.3,0.49,10.1,6
105.0,6.5,0.18,0.34,1.6,0.04,43.0,0.9912,3.32,0.59,11.5,8
79.0,7.0,0.21,0.31,6.0,0.046,29.0,0.9939,3.26,0.5,10.8,6
123.0,6.8,0.27,0.32,1.5,0.044,19.0,0.9921,3.1,0.43,9.9,6
45.0,5.8,0.23,0.27,1.8,0.043,24.0,0.9933,3.38,0.31,9.4,6
150.0,7.6,0.2,0.39,2.6,0.044,30.0,0.9941,3.46,0.44,10.8,7
166.0,8.2,0.15,0.48,2.7,0.052,24.0,0.995,3.5,0.45,10.9,7
105.0,6.5,0.18,0.34,1.6,0.04,43.0,0.9912,3.32,0.59,11.5,8
91.0,7.0,0.13,0.3,5.0,0.056,31.0,0.9945,3.47,0.42,10.5,6
97.0,6.9,0.17,0.22,4.6,0.064,55.0,0.9952,3.29,0.37,9.3,6
69.0,7.0,0.3,0.32,6.4,0.034,28.0,0.9924,3.23,0.44,11.8,6
144.0,7.6,0.445,0.44,14.5,0.045,68.0,0.9986,3.48,0.36,10.0,6
93.0,7.5,0.22,0.33,6.7,0.036,45.0,0.9939,3.2,0.68,11.4,6
130.0,8.7,0.34,0.46,13.8,0.055,68.0,0.9988,3.36,0.37,9.5,6
74.0,8.1,0.3,0.31,1.1,0.041,49.0,0.9914,2.99,0.45,11.1,6
135.0,6.9,0.16,0.3,9.6,0.057,50.0,0.9978,3.39,0.38,9.6,6
122.0,8.0,0.32,0.36,4.6,0.042,56.0,0.9928,3.29,0.47,12.0,6
89.0,6.1,0.22,0.23,3.1,0.052,15.0,0.9948,3.14,0.42,8.7,5
135.0,6.9,0.16,0.3,9.6,0.057,50.0,0.9978,3.39,0.38,9.6,6
82.0,7.5,0.15,0.38,1.8,0.054,19.0,0.9946,3.24,0.44,10.0,5
51.0,8.4,0.29,0.29,1.05,0.032,4.0,0.9908,2.91,0.32,11.4,4
127.0,6.6,0.37,0.47,6.5,0.061,23.0,0.9954,3.14,0.45,9.6,6
124.0,7.7,0.38,0.4,2.0,0.038,28.0,0.9906,3.18,0.32,12.9,6
95.0,6.3,0.25,0.23,14.9,0.039,47.0,0.99705,3.14,0.35,9.7,6
136.0,8.3,0.3,0.36,10.0,0.042,33.0,0.9982,3.23,0.51,9.3,6
192.0,6.1,0.34,0.31,12.0,0.053,46.0,0.9977,3.16,0.48,8.6,5
54.0,7.5,0.22,0.29,4.8,0.05,33.0,0.994,3.14,0.42,9.9,5
136.0,8.3,0.3,0.36,10.0,0.042,33.0,0.9982,3.23,0.51,9.3,6
82.0,8.0,0.27,0.24,1.2,0.044,20.0,0.9929,3.28,0.42,10.9,5
90.0,6.1,0.17,0.27,1.5,0.056,45.0,0.9924,3.2,0.43,10.2,6
130.0,7.4,0.18,0.3,10.4,0.045,44.0,0.9966,3.11,0.57,9.7,6
113.0,6.7,0.16,0.28,2.5,0.046,40.0,0.9921,3.38,0.51,11.4,7
144.0,6.1,0.255,0.44,12.3,0.045,53.0,0.9967,3.24,0.54,9.5,6
98.0,7.4,0.23,0.25,1.4,0.049,43.0,0.9934,3.42,0.54,10.2,7
60.0,6.4,0.16,0.28,2.2,0.042,33.0,0.9914,3.31,0.43,11.1,6
95.0,6.3,0.25,0.23,14.9,0.039,47.0,0.99705,3.14,0.35,9.7,6
148.0,6.7,0.27,0.25,8.0,0.053,54.0,0.9961,3.22,0.43,9.3,5
159.0,6.9,0.29,0.23,8.6,0.056,56.0,0.9967,3.17,0.44,8.8,5
114.0,6.4,0.28,0.19,5.4,0.042,67.0,0.99435,3.31,0.35,10.2,6
93.0,8.0,0.3,0.28,5.7,0.044,31.0,0.9948,3.16,0.51,10.2,6
78.0,6.4,0.17,0.27,1.5,0.037,20.0,0.9916,3.46,0.42,11.0,7
94.0,7.3,0.21,0.3,10.9,0.037,18.0,0.997,3.4,0.5,9.6,6
148.0,6.7,0.27,0.25,8.0,0.053,54.0,0.9961,3.22,0.43,9.3,5
159.0,6.9,0.29,0.23,8.6,0.056,56.0,0.9967,3.17,0.44,8.8,5
153.0,6.6,0.32,0.26,7.7,0.054,56.0,0.9961,3.17,0.45,8.8,5
129.0,7.4,0.32,0.22,1.7,0.051,50.0,0.9955,3.28,0.69,8.9,5
69.0,7.7,0.43,0.28,4.5,0.046,33.0,0.9918,3.16,0.56,12.2,7
148.0,7.8,0.39,0.26,9.9,0.059,33.0,0.9955,3.04,0.42,10.9,6
101.0,6.5,0.18,0.26,1.4,0.041,40.0,0.9941,3.34,0.72,9.5,6
146.0,7.8,0.4,0.26,9.5,0.059,32.0,0.9955,3.04,0.43,10.9,6
148.0,7.8,0.39,0.26,9.9,0.059,33.0,0.9955,3.04,0.42,10.9,6
66.0,6.9,0.19,0.28,3.0,0.054,33.0,0.9924,3.16,0.4,10.8,6
121.0,6.6,0.25,0.35,14.0,0.069,42.0,0.999,3.56,0.47,9.8,5
101.0,6.5,0.18,0.26,1.4,0.041,40.0,0.9941,3.34,0.72,9.5,6
107.0,6.4,0.15,0.36,1.8,0.034,43.0,0.9922,3.42,0.69,11.0,8
107.0,6.4,0.15,0.36,1.8,0.034,43.0,0.9922,3.42,0.69,11.0,8
103.0,8.4,0.17,0.31,5.4,0.052,47.0,0.9953,3.24,0.38,9.8,5
187.0,6.1,0.32,0.37,1.8,0.051,13.0,0.9945,3.49,0.44,10.5,4
69.0,8.5,0.21,0.26,9.25,0.034,73.0,0.9945,3.05,0.37,11.4,6
83.0,8.7,0.45,0.4,1.5,0.067,17.0,0.9957,3.27,0.57,10.1,6
73.0,6.7,0.24,0.29,6.8,0.038,54.0,0.9932,3.33,0.46,11.6,7
69.0,8.5,0.21,0.26,9.25,0.034,73.0,0.9945,3.05,0.37,11.4,6
86.0,7.4,0.33,0.26,2.6,0.04,29.0,0.9913,3.07,0.52,11.8,7
108.0,7.2,0.26,0.3,2.1,0.033,50.0,0.9909,3.33,0.43,12.1,7
85.0,8.2,0.36,0.29,7.6,0.035,37.0,0.9939,3.16,0.34,12.0,5
163.0,7.8,0.2,0.24,1.6,0.026,26.0,0.991,3.08,0.74,12.1,7
92.0,6.4,0.33,0.24,1.6,0.054,25.0,0.9943,3.36,0.5,9.3,5
132.0,7.8,0.22,0.36,1.4,0.056,21.0,0.993,3.2,0.53,10.4,6
145.0,7.4,0.35,0.31,17.95,0.062,42.0,1.0002,3.27,0.64,9.1,5
97.0,6.6,0.37,0.24,2.0,0.064,23.0,0.9946,3.32,0.54,9.4,5
127.0,6.7,0.37,0.41,6.3,0.061,22.0,0.9953,3.16,0.47,9.6,6
99.0,7.1,0.37,0.32,1.4,0.037,27.0,0.9918,3.19,0.62,12.0,5
91.0,6.9,0.25,0.27,9.05,0.039,37.0,0.9936,3.27,0.34,11.3,8
127.0,6.4,0.26,0.21,7.1,0.04,35.0,0.9956,3.39,0.58,9.9,6
134.0,7.6,0.3,0.22,10.2,0.049,57.0,0.9966,3.08,0.4,9.3,6
127.0,6.4,0.26,0.21,7.1,0.04,35.0,0.9956,3.39,0.58,9.9,6
134.0,7.6,0.3,0.22,10.2,0.049,57.0,0.9966,3.08,0.4,9.3,6
90.0,7.5,0.33,0.39,12.4,0.065,29.0,0.9974,3.16,0.39,9.4,5
107.0,7.6,0.38,0.2,3.4,0.046,9.0,0.9944,3.15,0.41,9.4,5
90.0,7.5,0.33,0.39,12.4,0.065,29.0,0.9974,3.16,0.39,9.4,5
145.0,6.6,0.36,0.21,1.5,0.049,39.0,0.9928,3.18,0.41,9.9,6
107.0,7.6,0.38,0.2,3.4,0.046,9.0,0.9944,3.15,0.41,9.4,5
48.0,5.6,0.46,0.24,4.8,0.042,24.0,0.9908,3.29,0.37,12.6,6
92.0,7.2,0.15,0.38,1.2,0.038,18.0,0.9917,3.19,0.43,11.1,6
69.0,8.2,0.42,0.29,4.1,0.03,31.0,0.9911,3.0,0.32,12.8,7
154.0,6.8,0.3,0.35,2.8,0.038,10.0,0.9912,3.09,0.53,12.0,6
97.0,6.7,0.27,0.3,13.9,0.029,34.0,0.9953,3.36,0.5,12.0,7
69.0,6.0,0.26,0.29,1.0,0.032,27.0,0.9896,3.38,0.44,12.3,6
93.0,6.8,0.33,0.28,1.2,0.032,38.0,0.9889,3.19,0.41,13.0,6
154.0,6.8,0.3,0.35,2.8,0.038,10.0,0.9912,3.09,0.53,12.0,6
87.0,7.4,0.29,0.31,1.7,0.035,23.0,0.9926,3.07,0.38,10.9,5
69.0,8.2,0.42,0.29,4.1,0.03,31.0,0.9911,3.0,0.32,12.8,7
197.0,7.3,0.19,0.24,6.3,0.054,34.0,0.9964,3.36,0.54,10.0,6
130.0,6.5,0.32,0.12,11.5,0.033,35.0,0.9974,3.22,0.32,9.0,5
71.0,7.1,0.32,0.4,1.5,0.034,13.0,0.9944,3.42,0.6,10.4,5
130.0,6.5,0.32,0.12,11.5,0.033,35.0,0.9974,3.22,0.32,9.0,5
197.0,7.3,0.19,0.24,6.3,0.054,34.0,0.9964,3.36,0.54,10.0,6
205.0,7.3,0.17,0.23,6.3,0.051,35.0,0.9963,3.36,0.54,10.0,6
126.0,7.7,0.44,0.24,11.2,0.031,41.0,0.9948,3.12,0.43,11.3,7
126.0,7.7,0.44,0.24,11.2,0.031,41.0,0.9948,3.12,0.43,11.3,7
126.0,7.7,0.44,0.24,11.2,0.031,41.0,0.9948,3.12,0.43,11.3,7
65.0,7.2,0.24,0.29,2.2,0.037,37.0,0.992,3.27,0.64,11.0,7
194.0,6.5,0.34,0.36,11.0,0.052,53.0,0.9984,3.44,0.55,9.3,6
140.0,6.9,0.18,0.33,1.0,0.054,24.0,0.9926,3.42,0.51,10.5,5
65.0,7.2,0.24,0.29,2.2,0.037,37.0,0.992,3.27,0.64,11.0,7
73.0,6.1,0.34,0.46,4.7,0.029,21.0,0.991,3.29,0.62,12.3,6
113.0,7.4,0.44,0.2,11.5,0.049,44.0,0.998,3.27,0.44,9.0,5
113.0,7.4,0.44,0.2,11.5,0.049,44.0,0.998,3.27,0.44,9.0,5
141.0,7.0,0.24,0.25,1.7,0.042,48.0,0.992,3.25,0.42,11.4,6
131.0,7.1,0.25,0.25,1.6,0.046,50.0,0.9925,3.2,0.42,11.0,7
73.0,6.1,0.34,0.46,4.7,0.029,21.0,0.991,3.29,0.62,12.3,6
91.0,8.3,0.27,0.39,2.4,0.058,16.0,0.9955,3.28,0.59,10.3,5
128.0,6.8,0.24,0.35,6.4,0.048,44.0,0.9944,3.29,0.55,10.5,7
104.0,6.7,0.18,0.19,4.7,0.046,57.0,0.9946,3.32,0.66,10.5,6
108.0,7.8,0.2,0.28,10.2,0.054,78.0,0.997,3.14,0.46,10.0,6
145.0,6.6,0.28,0.3,7.8,0.049,57.0,0.9958,3.24,0.39,9.5,5
97.0,7.1,0.25,0.3,2.4,0.042,25.0,0.994,3.43,0.61,10.5,6
154.0,7.6,0.27,0.25,13.9,0.05,45.0,0.9984,3.34,0.5,9.8,6
103.0,6.9,0.37,0.28,13.8,0.031,34.0,0.9948,3.1,0.37,11.6,6
103.0,7.4,0.21,0.27,7.3,0.031,41.0,0.9932,3.15,0.38,11.8,7
99.0,8.2,0.18,0.28,8.5,0.035,41.0,0.9952,3.04,0.37,10.1,7
128.0,6.3,0.19,0.21,1.8,0.049,35.0,0.9924,3.31,0.5,10.3,6
130.0,7.0,0.21,0.22,5.1,0.048,38.0,0.9945,3.34,0.49,10.4,6
140.0,5.8,0.33,0.2,16.05,0.047,26.0,0.9976,3.09,0.46,8.9,5
140.0,5.8,0.33,0.2,16.05,0.047,26.0,0.9976,3.09,0.46,8.9,5
117.0,7.9,0.29,0.31,7.35,0.034,37.0,0.9938,3.06,0.31,10.8,5
149.0,6.6,0.31,0.38,16.05,0.058,16.0,0.9997,3.38,0.6,9.2,5
92.0,8.0,0.19,0.3,2.0,0.053,48.0,0.994,3.18,0.49,9.6,6
57.0,8.0,0.2,0.36,1.2,0.032,21.0,0.9921,3.08,0.37,10.4,6
207.0,8.0,0.25,0.26,14.0,0.043,41.0,0.9986,3.03,0.57,8.7,6
168.0,7.7,0.3,0.42,14.3,0.045,45.0,0.9991,3.18,0.63,9.2,5
168.0,7.7,0.3,0.42,14.3,0.045,45.0,0.9991,3.18,0.63,9.2,5
168.0,7.7,0.3,0.42,14.3,0.045,45.0,0.9991,3.18,0.63,9.2,5
90.0,6.4,0.22,0.32,7.9,0.029,34.0,0.9948,3.4,0.39,10.2,5
137.0,7.3,0.24,0.41,13.6,0.05,41.0,0.9988,3.37,0.43,9.7,5
135.0,7.2,0.24,0.4,17.85,0.049,50.0,1.0,3.34,0.42,9.6,5
88.0,7.6,0.15,0.4,1.3,0.036,24.0,0.9932,3.14,0.76,10.0,5
168.0,7.7,0.3,0.42,14.3,0.045,45.0,0.9991,3.18,0.63,9.2,5
153.0,7.6,0.33,0.41,13.7,0.045,44.0,0.9989,3.18,0.64,9.1,5
102.0,6.8,0.24,0.31,18.3,0.046,40.0,1.0,3.3,0.41,8.7,5
102.0,6.8,0.24,0.31,18.3,0.046,40.0,1.0,3.3,0.41,8.7,5
130.0,6.8,0.35,0.44,6.5,0.056,31.0,0.9952,3.14,0.44,9.5,5
139.0,7.9,0.26,0.33,10.3,0.039,73.0,0.9969,2.93,0.49,9.5,6
74.0,7.2,0.31,0.41,8.6,0.053,15.0,0.9976,3.29,0.64,9.9,6
63.0,6.7,0.44,0.31,1.9,0.03,41.0,0.99,3.29,0.62,12.6,7
104.0,7.4,0.21,0.3,7.9,0.039,14.0,0.9942,2.96,0.34,10.4,5
157.0,8.8,0.23,0.35,10.7,0.04,26.0,0.9984,2.93,0.49,9.1,6
81.0,7.8,0.34,0.27,1.2,0.04,25.0,0.9932,3.01,0.55,10.4,5
139.0,7.9,0.26,0.33,10.3,0.039,73.0,0.9969,2.93,0.49,9.5,6
104.0,6.0,0.28,0.35,1.9,0.037,16.0,0.9933,3.16,0.69,10.6,5
94.0,7.9,0.37,0.3,2.7,0.029,64.0,0.9916,3.12,0.59,12.0,7
72.0,7.2,0.36,0.36,5.7,0.038,26.0,0.9914,2.93,0.59,12.5,7
86.0,7.6,0.13,0.34,9.3,0.062,40.0,0.9966,3.21,0.39,9.6,5
126.0,6.6,0.25,0.36,8.1,0.045,54.0,0.9958,3.08,0.42,9.2,5
51.0,7.1,0.18,0.26,1.3,0.041,20.0,0.9926,3.04,0.74,9.9,6
92.0,7.9,0.3,0.27,8.5,0.036,20.0,0.9939,2.96,0.46,11.7,6
132.0,8.3,0.23,0.3,2.1,0.049,21.0,0.9953,3.09,0.5,9.6,6
108.0,6.8,0.43,0.3,3.5,0.033,27.0,0.9906,3.0,0.37,12.0,6
72.0,7.2,0.36,0.36,5.7,0.038,26.0,0.9914,2.93,0.59,12.5,7
126.0,6.6,0.25,0.36,8.1,0.045,54.0,0.9958,3.08,0.42,9.2,5
51.0,7.1,0.18,0.26,1.3,0.041,20.0,0.9926,3.04,0.74,9.9,6
123.0,6.6,0.35,0.29,14.4,0.044,54.0,0.9991,3.17,0.58,8.9,6
133.0,7.3,0.22,0.5,13.7,0.049,56.0,0.9994,3.24,0.66,9.0,6
105.5,8.1,0.26,0.33,11.1,0.052,52.5,0.9976,3.03,0.49,10.2,7
86.0,7.6,0.13,0.34,9.3,0.062,40.0,0.9966,3.21,0.39,9.6,5
100.0,7.0,0.12,0.19,4.9,0.055,27.0,0.9953,3.29,0.41,9.4,5
49.0,8.2,0.37,0.27,1.7,0.028,10.0,0.9923,2.97,0.48,10.4,5
100.0,7.6,0.26,0.36,1.6,0.032,6.0,0.993,3.15,0.4,10.4,4
123.0,7.1,0.25,0.28,1.6,0.052,46.0,0.9926,3.05,0.41,10.5,5
146.0,7.0,0.27,0.32,6.8,0.047,47.0,0.9938,3.23,0.39,11.4,6
126.0,8.8,0.34,0.33,9.7,0.036,46.0,0.9966,3.08,0.4,10.2,5
62.0,6.8,0.28,0.36,1.6,0.04,25.0,0.9924,3.23,0.66,10.3,6
126.0,8.8,0.34,0.33,9.7,0.036,46.0,0.9966,3.08,0.4,10.2,5
57.0,7.2,0.16,0.35,1.2,0.031,27.0,0.9928,3.33,0.34,9.9,5
108.0,6.8,0.31,0.32,7.6,0.052,35.0,0.9959,3.14,0.38,9.0,5
108.0,6.8,0.31,0.32,7.6,0.052,35.0,0.9959,3.14,0.38,9.0,5
147.0,6.3,0.25,0.44,11.6,0.041,48.0,0.9968,3.18,0.52,9.5,5
136.0,6.0,0.45,0.42,1.1,0.051,61.0,0.9932,3.02,0.4,9.0,5
113.0,8.1,0.26,0.3,7.8,0.049,39.0,0.9954,2.99,0.58,10.0,6
136.0,5.7,0.45,0.42,1.1,0.051,61.0,0.9932,3.02,0.4,9.0,5
98.0,7.2,0.19,0.31,1.4,0.046,37.0,0.9939,3.34,0.57,10.2,7
131.0,6.7,0.31,0.44,6.7,0.054,29.0,0.9952,3.04,0.44,9.6,5
170.0,8.0,0.25,0.13,17.2,0.036,49.0,0.9996,2.96,0.46,9.7,5
113.0,8.1,0.31,0.36,8.2,0.028,29.0,0.9925,3.01,0.34,13.0,7
123.0,8.1,0.24,0.38,4.3,0.044,49.0,0.996,3.37,0.74,10.8,6
170.0,8.0,0.25,0.13,17.2,0.036,49.0,0.9996,2.96,0.46,9.7,5
103.0,6.4,0.29,0.28,11.1,0.063,66.0,0.9973,2.89,0.57,9.0,5
47.0,7.2,0.15,0.33,1.1,0.027,16.0,0.9937,3.37,0.4,9.9,5
67.0,7.0,0.12,0.32,7.2,0.058,22.0,0.9966,3.29,0.38,9.2,6
88.0,8.2,0.21,0.48,1.4,0.041,11.0,0.9958,3.17,0.57,9.9,5
123.0,6.8,0.31,0.42,6.9,0.046,50.0,0.9958,3.19,0.46,9.0,5
101.0,7.4,0.21,0.3,8.1,0.047,13.0,0.9941,3.12,0.35,10.5,6
133.0,8.0,0.23,0.35,9.2,0.044,53.0,0.997,3.09,0.56,9.5,7
101.0,7.6,0.2,0.31,1.4,0.047,41.0,0.9934,3.43,0.53,10.1,6
121.0,6.8,0.27,0.35,7.8,0.048,76.0,0.9959,3.24,0.43,9.5,6
173.0,6.8,0.28,0.37,7.0,0.057,35.0,0.9973,3.57,0.55,10.2,5
113.0,8.4,0.2,0.27,6.3,0.048,30.0,0.9966,3.25,0.5,9.1,6
80.0,7.9,0.33,0.26,1.2,0.044,23.0,0.9932,3.19,0.54,10.5,6
127.0,7.5,0.38,0.5,12.8,0.042,57.0,0.9984,3.09,0.46,9.0,6
159.5,7.6,0.2,0.3,14.2,0.056,53.0,0.999,3.14,0.46,8.9,8
159.5,7.6,0.2,0.3,14.2,0.056,53.0,0.999,3.14,0.46,8.9,8
159.5,7.6,0.2,0.3,14.2,0.056,53.0,0.999,3.14,0.46,8.9,8
159.5,7.6,0.2,0.3,14.2,0.056,53.0,0.999,3.14,0.46,8.9,8
159.5,7.6,0.2,0.3,14.2,0.056,53.0,0.999,3.14,0.46,8.9,8
124.0,7.6,0.16,0.41,1.9,0.047,27.0,0.9937,3.2,0.53,10.1,6
119.0,8.1,0.22,0.28,7.7,0.043,57.0,0.9954,3.12,0.55,10.0,5
138.0,8.0,0.22,0.32,10.4,0.043,63.0,0.997,3.11,0.53,9.5,6
72.0,7.1,0.33,0.3,3.3,0.034,30.0,0.9912,3.08,0.31,12.3,7
105.0,6.4,0.43,0.27,1.1,0.054,5.0,0.9939,3.24,0.52,9.1,4
159.5,7.6,0.2,0.3,14.2,0.056,53.0,0.999,3.14,0.46,8.9,8
86.0,7.0,0.12,0.28,6.3,0.057,17.0,0.9957,3.5,0.44,9.6,5
147.0,7.4,0.3,0.22,5.25,0.053,33.0,0.9926,3.13,0.45,11.6,6
121.0,7.0,0.28,0.33,14.6,0.043,47.0,0.9994,3.34,0.67,8.8,6
121.0,7.0,0.28,0.33,14.6,0.043,47.0,0.9994,3.34,0.67,8.8,6
165.0,7.3,0.18,0.31,17.3,0.055,32.0,1.0002,3.13,0.46,9.0,6
111.0,7.6,0.17,0.35,1.6,0.047,43.0,0.9934,3.36,0.69,11.1,6
147.0,7.4,0.3,0.22,5.25,0.053,33.0,0.9926,3.13,0.45,11.6,6
120.0,7.4,0.26,0.31,2.4,0.043,58.0,0.9941,3.42,0.68,10.6,6
121.0,7.0,0.28,0.33,14.6,0.043,47.0,0.9994,3.34,0.67,8.8,6
68.0,5.6,0.18,0.31,1.5,0.038,16.0,0.9924,3.34,0.58,10.1,6
138.0,7.2,0.15,0.39,1.8,0.043,21.0,0.9948,3.52,0.47,10.0,5
71.0,8.0,0.4,0.33,7.7,0.034,27.0,0.9935,3.18,0.41,12.2,7
138.0,7.2,0.15,0.39,1.8,0.043,21.0,0.9948,3.52,0.47,10.0,5
123.0,6.8,0.18,0.46,1.4,0.064,37.0,0.9924,3.37,0.45,11.1,5
95.0,6.6,0.32,0.22,16.7,0.046,38.0,0.9979,3.22,0.67,10.4,6
62.0,6.9,0.19,0.39,8.0,0.028,22.0,0.994,3.11,0.66,10.8,6
82.0,6.3,0.41,0.33,4.7,0.023,28.0,0.991,3.3,0.38,12.5,7
124.0,7.0,0.2,0.34,2.1,0.049,12.0,0.9922,3.25,0.46,11.6,7
95.0,6.6,0.32,0.22,16.7,0.046,38.0,0.9979,3.22,0.67,10.4,6
127.0,7.7,0.26,0.34,6.4,0.05,36.0,0.9937,3.19,0.7,11.5,6
96.0,6.3,0.21,0.28,1.5,0.051,46.0,0.9928,3.23,0.42,10.1,6
170.0,7.6,0.34,0.39,7.6,0.04,45.0,0.9965,3.11,0.53,9.2,6
96.0,6.3,0.21,0.28,1.5,0.051,46.0,0.9928,3.23,0.42,10.1,6
129.0,6.9,0.32,0.15,8.1,0.046,51.0,0.9958,3.13,0.45,8.9,5
170.0,7.6,0.34,0.39,7.6,0.04,45.0,0.9965,3.11,0.53,9.2,6
128.0,7.6,0.29,0.26,6.5,0.042,32.0,0.9944,3.14,0.47,10.7,5
72.0,6.5,0.25,0.2,1.4,0.024,29.0,0.9916,3.24,0.54,10.8,6
133.0,7.2,0.23,0.33,12.7,0.049,50.0,0.9987,3.41,0.4,9.8,5
113.0,7.9,0.35,0.36,1.6,0.038,11.0,0.9928,3.25,0.48,11.0,5
54.0,8.8,0.2,0.28,1.1,0.018,18.0,0.9926,2.97,0.35,10.4,5
128.0,7.6,0.29,0.26,6.5,0.042,32.0,0.9944,3.14,0.47,10.7,5
82.0,5.5,0.14,0.27,4.6,0.029,22.0,0.9949,3.34,0.44,9.0,5
60.0,8.7,0.24,0.35,0.6,0.042,11.0,0.9926,3.08,0.38,10.6,5
156.0,6.7,0.3,0.45,10.6,0.032,56.0,0.997,3.22,0.59,9.5,6
82.0,5.5,0.14,0.27,4.6,0.029,22.0,0.9949,3.34,0.44,9.0,5
82.0,5.6,0.13,0.27,4.8,0.028,22.0,0.9948,3.34,0.45,9.2,6
77.0,7.4,0.18,0.34,2.7,0.03,30.0,0.992,2.97,0.53,11.0,6
60.0,8.7,0.24,0.35,0.6,0.042,11.0,0.9926,3.08,0.38,10.6,5
104.0,8.3,0.33,0.43,9.2,0.046,22.0,0.9982,3.38,0.47,9.3,5
128.0,6.8,0.34,0.44,6.6,0.052,28.0,0.9955,3.14,0.41,9.6,5
126.0,6.8,0.33,0.44,7.0,0.05,29.0,0.9955,3.14,0.42,9.5,5
140.0,6.3,0.28,0.24,8.45,0.031,32.0,0.9958,3.39,0.57,9.7,7
105.0,6.8,0.21,0.27,18.15,0.042,41.0,1.0001,3.3,0.36,8.7,5
